republican.therm,democrat.therm,gender,race,partisanship,income,education,age,religion
9,51,Male,White/Caucasian,Democrat,"Less than 30,000",High School / GED,21,Christian
63,94,Male,African American,Democrat,"Less than 30,000",Some College,61,Christian
60,61,Male,African American,Independent,"60,000 - 69,999",4-year College Degree,47,Other
15,91,Male,White/Caucasian,Democrat,"90,000 - 99,999",4-year College Degree,77,Christian
0,0,Male,White/Caucasian,Independent,"Less than 30,000",High School / GED,58,Christian
38,92,Female,White/Caucasian,Democrat,"Less than 30,000",Some College,20,Athiest
20,100,Male,White/Caucasian,Independent,"30,000 - 39,999",2-year College Degree,63,Christian
55,37,Male,White/Caucasian,Independent,"50,000 - 59,999",4-year College Degree,53,Christian
72,64,Male,White/Caucasian,Republican,"Less than 30,000",High School / GED,47,Christian
97,1,Male,White/Caucasian,Republican,"60,000 - 69,999",High School / GED,50,Other
51,32,Male,White/Caucasian,Independent,"80,000 - 89,999",4-year College Degree,49,Other
93,12,Female,White/Caucasian,Independent,"70,000 - 79,999",High School / GED,55,Christian
67,73,Male,White/Caucasian,Democrat,"50,000 - 59,999",Some College,20,Christian
66,62,Male,White/Caucasian,Independent,"90,000 - 99,999",Masters Degree,66,Christian
61,38,Female,Hispanic,Democrat,"100,000 or more",4-year College Degree,59,Christian
51,51,Male,White/Caucasian,Republican,"40,000 - 49,999",Masters Degree,42,Christian
54,56,Female,White/Caucasian,Independent,"Less than 30,000",High School / GED,56,Christian
51,65,Male,White/Caucasian,Democrat,"Less than 30,000",4-year College Degree,46,Christian
98,8,Male,White/Caucasian,Republican,"60,000 - 69,999",High School / GED,57,Christian
27,88,Female,White/Caucasian,Democrat,"30,000 - 39,999",High School / GED,47,Other
73,74,Female,White/Caucasian,Democrat,"50,000 - 59,999",High School / GED,76,Christian
38,62,Male,White/Caucasian,Independent,"100,000 or more",4-year College Degree,47,Athiest
26,48,Male,Other,Independent,"Less than 30,000",Less than High School,32,Other
78,14,Female,White/Caucasian,Republican,"40,000 - 49,999",Some College,60,Christian
0,100,Female,Other,Democrat,"30,000 - 39,999",2-year College Degree,51,Christian
100,0,Male,White/Caucasian,Republican,"100,000 or more",High School / GED,18,Christian
52,87,Female,White/Caucasian,Democrat,"30,000 - 39,999",2-year College Degree,32,Other
36,52,Male,White/Caucasian,Independent,"40,000 - 49,999",2-year College Degree,23,Athiest
70,5,Male,White/Caucasian,Republican,"Less than 30,000",4-year College Degree,44,Christian
82,13,Male,White/Caucasian,Independent,"Less than 30,000",Some College,54,Christian
100,0,Male,White/Caucasian,Republican,"100,000 or more",2-year College Degree,60,Christian
35,69,Male,White/Caucasian,Democrat,"60,000 - 69,999",4-year College Degree,30,Athiest
100,0,Female,White/Caucasian,Republican,"Less than 30,000",Some College,54,Christian
52,51,Male,White/Caucasian,Independent,"Less than 30,000",4-year College Degree,46,Other
9,84,Female,African American,Democrat,"Less than 30,000",2-year College Degree,39,Christian
15,93,Female,White/Caucasian,Democrat,"50,000 - 59,999",Masters Degree,45,Other
0,66,Male,White/Caucasian,Independent,"30,000 - 39,999",4-year College Degree,33,Athiest
36,44,Female,White/Caucasian,Other,"30,000 - 39,999",Less than High School,75,Other
27,19,Male,White/Caucasian,Independent,"60,000 - 69,999",High School / GED,24,Christian
24,94,Female,White/Caucasian,Democrat,"30,000 - 39,999",Masters Degree,75,Christian
26,78,Male,African American,Democrat,"70,000 - 79,999",4-year College Degree,68,Christian
93,31,Male,White/Caucasian,Republican,"50,000 - 59,999",4-year College Degree,85,Jewish
75,75,Female,African American,Other,"Less than 30,000",2-year College Degree,27,Christian
32,83,Male,White/Caucasian,Democrat,"100,000 or more",4-year College Degree,30,Christian
45,83,Female,White/Caucasian,Democrat,"100,000 or more","Professional Degree (JD, MD)",29,Christian
75,65,Male,White/Caucasian,Democrat,"50,000 - 59,999",4-year College Degree,27,Christian
0,100,Male,White/Caucasian,Democrat,"Less than 30,000",4-year College Degree,59,Christian
35,84,Female,African American,Democrat,"Less than 30,000",Some College,63,Christian
100,51,Male,White/Caucasian,Republican,"100,000 or more",Doctoral Degree,51,Christian
38,53,Male,White/Caucasian,Independent,"70,000 - 79,999",Some College,47,Athiest
52,65,Male,African American,Democrat,"60,000 - 69,999",Some College,37,Other
58,51,Male,White/Caucasian,Republican,"40,000 - 49,999",Some College,29,Christian
0,100,Male,White/Caucasian,Democrat,"100,000 or more",High School / GED,63,Christian
59,69,Female,White/Caucasian,Democrat,"90,000 - 99,999",Masters Degree,62,Christian
57,69,Male,White/Caucasian,Independent,"100,000 or more",Some College,21,Christian
0,0,Male,Asian,Independent,"70,000 - 79,999",High School / GED,23,Christian
100,21,Male,White/Caucasian,Republican,"Less than 30,000",Some College,22,Christian
65,62,Male,White/Caucasian,Republican,"90,000 - 99,999",Some College,38,Other
39,61,Female,Hispanic,Democrat,"30,000 - 39,999",Some College,20,Other
39,64,Male,Other,Democrat,"40,000 - 49,999",4-year College Degree,28,Other
63,89,Female,White/Caucasian,Democrat,"30,000 - 39,999",Some College,60,Christian
77,29,Male,White/Caucasian,Republican,"60,000 - 69,999",Some College,51,Christian
34,83,Female,African American,Democrat,"60,000 - 69,999",Some College,22,Other
52,55,Female,Other,Democrat,"Less than 30,000",High School / GED,33,Other
75,56,Male,White/Caucasian,Republican,"50,000 - 59,999",4-year College Degree,61,Christian
0,100,Female,White/Caucasian,Democrat,"60,000 - 69,999",Some College,57,Christian
17,81,Female,White/Caucasian,Democrat,"30,000 - 39,999",High School / GED,78,Christian
99,2,Male,White/Caucasian,Republican,"Less than 30,000",2-year College Degree,54,Christian
11,82,Male,White/Caucasian,Democrat,"Less than 30,000",2-year College Degree,23,Athiest
0,100,Female,Other,Democrat,"100,000 or more",Masters Degree,74,Other
22,65,Female,Hispanic,Independent,"100,000 or more",4-year College Degree,39,Christian
83,31,Male,White/Caucasian,Republican,"50,000 - 59,999",Masters Degree,80,Christian
0,75,Male,White/Caucasian,Independent,"100,000 or more",Masters Degree,39,Other
82,31,Male,White/Caucasian,Republican,"60,000 - 69,999",4-year College Degree,66,Christian
80,13,Female,Other,Independent,"Less than 30,000",Some College,41,Christian
26,75,Female,African American,Democrat,"60,000 - 69,999",2-year College Degree,37,Christian
74,66,Female,Hispanic,Republican,"60,000 - 69,999",4-year College Degree,21,Christian
61,65,Male,African American,Democrat,"Less than 30,000",Less than High School,59,Christian
54,55,Male,White/Caucasian,Independent,"100,000 or more",4-year College Degree,39,Athiest
52,0,Male,Pacific Islander,Independent,"50,000 - 59,999",4-year College Degree,25,Other
87,65,Female,White/Caucasian,Republican,"Less than 30,000",2-year College Degree,22,Christian
86,40,Female,White/Caucasian,Republican,"80,000 - 89,999",High School / GED,67,Christian
76,17,Male,White/Caucasian,Republican,"Less than 30,000",High School / GED,70,Christian
61,86,Female,White/Caucasian,Democrat,"40,000 - 49,999",4-year College Degree,79,Jewish
82,96,Male,White/Caucasian,Democrat,"70,000 - 79,999",4-year College Degree,40,Christian
66,75,Male,White/Caucasian,Other,"50,000 - 59,999",Some College,21,Christian
99,31,Female,White/Caucasian,Republican,"40,000 - 49,999",4-year College Degree,24,Christian
20,75,Female,White/Caucasian,Democrat,"90,000 - 99,999",4-year College Degree,77,Jewish
0,78,Female,African American,Democrat,"30,000 - 39,999",Some College,29,Christian
11,72,Male,White/Caucasian,Democrat,"30,000 - 39,999",2-year College Degree,25,Other
81,0,Female,White/Caucasian,Republican,"Less than 30,000",High School / GED,57,Christian
3,96,Female,Hispanic,Democrat,"Less than 30,000",Some College,22,Christian
32,51,Male,White/Caucasian,Independent,"50,000 - 59,999",Masters Degree,62,Christian
63,57,Female,Asian,Republican,"50,000 - 59,999","Professional Degree (JD, MD)",33,Other
81,90,Male,White/Caucasian,Republican,"100,000 or more",Masters Degree,40,Christian
78,0,Female,White/Caucasian,Republican,"50,000 - 59,999",4-year College Degree,58,Other
0,0,Female,White/Caucasian,Independent,"40,000 - 49,999",Some College,47,Christian
48,46,Female,White/Caucasian,Independent,"Less than 30,000",Some College,72,Christian
71,72,Male,White/Caucasian,Independent,"100,000 or more",Some College,55,Jewish
63,73,Female,Hispanic,Democrat,"60,000 - 69,999",4-year College Degree,32,Christian
72,0,Male,White/Caucasian,Republican,"30,000 - 39,999",High School / GED,58,Athiest
92,28,Male,White/Caucasian,Independent,"50,000 - 59,999",4-year College Degree,85,Christian
81,1,Male,White/Caucasian,Republican,"30,000 - 39,999",4-year College Degree,48,Christian
92,17,Male,White/Caucasian,Republican,"50,000 - 59,999",Masters Degree,41,Christian
82,82,Female,Asian,Independent,"100,000 or more",Some College,20,Christian
80,96,Female,African American,Democrat,"Less than 30,000",Some College,21,Athiest
54,49,Male,White/Caucasian,Independent,"30,000 - 39,999",2-year College Degree,55,Christian
95,93,Male,White/Caucasian,Republican,"60,000 - 69,999",Some College,54,Christian
42,59,Female,Hispanic,Democrat,"Less than 30,000",Some College,19,Other
14,100,Male,White/Caucasian,Democrat,"Less than 30,000",Some College,54,Athiest
32,70,Male,Asian,Democrat,"40,000 - 49,999",Some College,50,Other
78,82,Female,African American,Democrat,"50,000 - 59,999",Some College,19,Christian
81,19,Female,White/Caucasian,Independent,"90,000 - 99,999",2-year College Degree,55,Christian
51,19,Male,White/Caucasian,Independent,"Less than 30,000",High School / GED,58,Christian
10,72,Male,Hispanic,Independent,"90,000 - 99,999",4-year College Degree,35,Christian
13,74,Female,African American,Independent,"30,000 - 39,999",Some College,59,Christian
33,100,Male,White/Caucasian,Democrat,"Less than 30,000",High School / GED,49,Christian
99,70,Female,White/Caucasian,Republican,"70,000 - 79,999",4-year College Degree,27,Christian
88,25,Female,White/Caucasian,Independent,"100,000 or more",4-year College Degree,61,Other
100,87,Female,White/Caucasian,Republican,"70,000 - 79,999",Masters Degree,61,Jewish
39,24,Male,White/Caucasian,Independent,"60,000 - 69,999",4-year College Degree,29,Other
19,43,Female,Other,Independent,"80,000 - 89,999",Some College,29,Athiest
61,46,Male,White/Caucasian,Independent,"Less than 30,000",Some College,46,Other
0,100,Female,White/Caucasian,Democrat,"Less than 30,000",2-year College Degree,58,Other
100,100,Female,African American,Democrat,"80,000 - 89,999",2-year College Degree,44,Christian
0,51,Male,White/Caucasian,Democrat,"100,000 or more",Some College,38,Athiest
15,89,Female,Hispanic,Independent,"90,000 - 99,999",Masters Degree,33,Athiest
78,0,Male,White/Caucasian,Republican,"Less than 30,000",4-year College Degree,64,Christian
52,58,Male,Asian,Republican,"30,000 - 39,999",2-year College Degree,21,Christian
95,1,Male,White/Caucasian,Republican,"Less than 30,000",Some College,21,Athiest
93,0,Male,White/Caucasian,Republican,"100,000 or more","Professional Degree (JD, MD)",52,Christian
26,70,Male,White/Caucasian,Democrat,"80,000 - 89,999",Some College,49,Christian
63,80,Female,White/Caucasian,Democrat,"100,000 or more",2-year College Degree,33,Christian
100,11,Male,White/Caucasian,Republican,"100,000 or more",Masters Degree,50,Christian
29,66,Male,White/Caucasian,Independent,"100,000 or more",High School / GED,18,Athiest
98,36,Female,White/Caucasian,Republican,"Less than 30,000",High School / GED,89,Christian
86,60,Female,White/Caucasian,Republican,"40,000 - 49,999",4-year College Degree,60,Christian
63,51,Female,White/Caucasian,Republican,"100,000 or more",Masters Degree,40,Christian
35,75,Female,African American,Democrat,"Less than 30,000",High School / GED,24,Christian
75,67,Male,Hispanic,Democrat,"50,000 - 59,999",Some College,33,Christian
68,19,Male,White/Caucasian,Independent,"80,000 - 89,999",Some College,70,Other
0,0,Male,White/Caucasian,Independent,"Less than 30,000",High School / GED,53,Athiest
51,89,Male,White/Caucasian,Democrat,"30,000 - 39,999",High School / GED,53,Christian
43,61,Male,Other,Democrat,"70,000 - 79,999",Some College,60,Christian
26,30,Male,White/Caucasian,Independent,"30,000 - 39,999",4-year College Degree,23,Buddhist
24,77,Male,White/Caucasian,Democrat,"50,000 - 59,999",4-year College Degree,57,Other
18,76,Female,Asian,Democrat,"90,000 - 99,999",4-year College Degree,26,Other
72,34,Female,White/Caucasian,Republican,"Less than 30,000",Some College,80,Christian
71,25,Female,White/Caucasian,Republican,"100,000 or more",4-year College Degree,64,Christian
29,8,Female,White/Caucasian,Republican,"100,000 or more",Some College,55,Christian
0,83,Male,White/Caucasian,Democrat,"Less than 30,000",Some College,44,Athiest
0,80,Female,White/Caucasian,Democrat,"30,000 - 39,999",Some College,64,Christian
1,88,Female,White/Caucasian,Democrat,"100,000 or more",4-year College Degree,58,Jewish
100,100,Female,Other,Other,"40,000 - 49,999",Some College,63,Christian
18,85,Female,Hispanic,Democrat,"70,000 - 79,999",High School / GED,28,Other
23,24,Male,White/Caucasian,Independent,"30,000 - 39,999",4-year College Degree,45,Christian
70,33,Male,White/Caucasian,Independent,"70,000 - 79,999",Masters Degree,62,Christian
16,77,Female,African American,Democrat,"Less than 30,000",High School / GED,59,Christian
43,87,Male,White/Caucasian,Democrat,"100,000 or more",2-year College Degree,53,Athiest
53,74,Male,Native American,Democrat,"100,000 or more",4-year College Degree,44,Christian
22,59,Female,Hispanic,Democrat,"100,000 or more",Masters Degree,26,Christian
43,76,Female,Hispanic,Democrat,"30,000 - 39,999",2-year College Degree,25,Christian
100,0,Female,White/Caucasian,Republican,"Less than 30,000",4-year College Degree,85,Christian
2,100,Female,African American,Democrat,"Less than 30,000",High School / GED,32,Christian
39,94,Male,White/Caucasian,Democrat,"100,000 or more",4-year College Degree,49,Athiest
54,3,Male,White/Caucasian,Independent,"50,000 - 59,999",High School / GED,42,Other
69,41,Female,Other,Republican,"40,000 - 49,999",Some College,22,Christian
10,10,Female,White/Caucasian,Independent,"Less than 30,000",Some College,55,Christian
77,11,Female,White/Caucasian,Republican,"Less than 30,000",High School / GED,56,Christian
100,25,Female,White/Caucasian,Republican,"50,000 - 59,999",4-year College Degree,82,Christian
79,79,Male,White/Caucasian,Democrat,"60,000 - 69,999",High School / GED,26,Christian
82,78,Male,White/Caucasian,Independent,"30,000 - 39,999",High School / GED,41,Other
39,55,Female,White/Caucasian,Democrat,"90,000 - 99,999",Some College,30,Christian
76,63,Female,White/Caucasian,Independent,"40,000 - 49,999",High School / GED,73,Christian
26,83,Male,Other,Democrat,"30,000 - 39,999",High School / GED,34,Christian
97,49,Female,White/Caucasian,Republican,"Less than 30,000",High School / GED,67,Other
15,73,Female,African American,Democrat,"40,000 - 49,999",High School / GED,67,Other
69,68,Female,White/Caucasian,Republican,"100,000 or more",2-year College Degree,63,Other
70,4,Female,White/Caucasian,Republican,"60,000 - 69,999",4-year College Degree,56,Christian
0,72,Male,Hispanic,Democrat,"30,000 - 39,999",4-year College Degree,24,Athiest
62,69,Female,Hispanic,Democrat,"60,000 - 69,999",Some College,19,Other
